user_id,log_id,sequence_id,correct
282005,168204909,10765,1
282005,168491185,7158,1
282005,168491237,7158,1
282005,168491274,7158,0
282005,168491335,7158,1
282005,168491340,7158,1
282005,168491349,7158,0
282005,168491387,7158,1
282005,168491396,7158,1
282005,168491403,7158,1
282005,169391561,10765,0
282005,169391701,10765,1
282005,169391709,10765,0
282005,169391783,10765,1
282005,169391789,10765,1
282005,169391814,10765,1
282005,169690748,6039,1
282005,169690764,6039,1
282005,169690775,6039,1
282005,170193544,6039,1
282005,170193554,6039,1
282005,170193555,6039,0
282005,170193570,6039,1
282005,170193573,6039,1
282005,170193575,6039,0
282005,170193583,6039,0
282005,170193597,6039,1
282005,170193601,6039,0
282005,170193608,6039,1
282005,170193610,6039,1
282005,170193611,6039,1
282005,171792248,164496,1
282005,171792349,164496,1
282005,171792515,164496,1
282005,172947814,6937,1
282005,172947823,6937,0.666666667
282005,172947833,6937,1
282005,172947847,6937,1
282005,172947860,6937,1
282005,173601374,7159,1
282005,173601485,7159,1
282005,173601523,7159,1
282005,174024839,5962,1
282005,174024847,5962,0.333333333
282005,174024869,5962,0
282005,174024908,5962,1
282005,174024928,5962,1
282005,174024938,5962,1
282005,174024952,11898,1
282005,174024954,11898,1
282005,174024957,11898,1
282005,174024971,7014,1
282005,174024976,7014,1
282005,174024983,7014,1
282005,174363142,11899,1
282005,174363153,11899,1
282005,174363159,11899,0
282005,174363173,11899,1
282005,174363229,11899,1
282005,174363236,11899,1
282005,174363446,5965,1
282005,174363519,5965,1
282005,174363573,5965,1
282005,174363610,7020,1
282005,174363632,7020,1
282005,174363636,7020,1
282005,175034752,11898,1
282005,175034754,11898,0
282005,175034763,11898,1
282005,175034766,11898,1
282005,175034767,11898,1
282005,175034891,7167,1
282005,175034897,7167,1
282005,175034906,7167,1
282005,175034934,8946,1
282005,175034946,8946,1
282005,175034970,8946,1
282008,163937127,7155,0
282008,163947634,7155,1
282008,163947711,7155,1
282008,163948105,7155,1
282008,164799043,7155,1
282008,164802130,7155,1
282008,164802201,7155,1
282009,163230310,37002,1
282009,163230328,37002,1
282009,163230335,37002,1
282009,164500118,37002,1
282009,164500126,37002,1
282009,164500134,37002,1
282009,164643369,7195,1
282009,164643383,7195,1
282009,164643396,7195,1
282009,165140962,7195,1
282009,165140992,7195,1
282009,165151049,7195,1
282009,165353192,6022,0
282009,165353925,6022,0
282009,165354154,6022,1
282009,165354222,6022,1
282009,165354315,6022,1
282009,165788868,6022,1
282009,165788918,6022,1
282009,165788959,6022,1
282009,166277069,14442,1
282009,166277078,14442,1
282009,166277081,14442,1
282009,167138007,7158,1
282009,167138031,7158,0
282009,167138078,7158,1
282009,167138081,7158,0
282009,167138125,7158,1
282009,167138129,7158,1
282009,167138140,7158,1
282009,167147977,6039,1
282009,167148058,6039,1
282009,167148097,6039,1
282009,167874203,10765,1
282009,167874501,10765,1
282009,167874753,10765,1
282010,164663685,7195,1
282010,164663707,7195,1
282010,164663719,7195,1
282010,165630938,6022,1
282010,165630975,6022,1
282010,165631073,6022,1
282010,166458537,14442,1
282010,166458580,14442,1
282010,166458640,14442,1
282010,166477669,164496,0
282010,166477822,164496,1
282010,166477915,164496,1
282010,166478003,164496,1
282010,166478104,6022,1
282010,166478129,6022,1
282010,166478154,6022,1
282010,167328625,164496,0
282010,167330016,164496,0
282010,167330039,164496,0
282010,167331738,164496,0
282010,167331842,164496,1
282010,167332012,164496,1
282010,167332111,164496,1
282010,167332203,6022,0
282010,167332290,6022,1
282010,167332317,6022,1
282010,167332353,6022,1
282010,167334265,7158,0
282010,167334461,7158,1
282010,167334480,7158,1
282010,167334484,7158,1
282010,167334868,6039,1
282010,167334921,6039,1
282010,167334944,6039,1
282010,168128710,164496,0
282010,168129032,164496,0
282010,168129910,164496,0
282010,168130032,164496,1
282010,168130643,164496,1
282010,168130761,164496,1
282010,168188347,7158,1
282010,168188483,7158,1
282010,168188653,7158,0
282010,168189019,7158,1
282010,168189089,7158,1
282010,168189160,7158,1
282010,168189315,6022,1
282010,168189432,6022,1
282010,168189505,6022,1
282010,168217168,10765,0
282010,168217209,10765,0
282010,168231602,10765,0
282010,168231959,10765,1
282010,168232048,10765,0
282010,168235449,10765,1
282010,168235512,10765,1
282010,168235541,10765,1
282010,168935428,10765,0
282010,168935455,10765,0
282010,168935589,10765,0
282010,168935669,10765,0
282010,169162337,10765,1
282010,169162353,10765,1
282010,169162398,10765,1
282010,169163100,7158,0
282010,169163109,7158,1
282010,169163111,7158,0
282010,169163139,7158,1
282010,169170152,7158,1
282010,169170156,7158,1
282011,163194325,39885,1
282011,163194367,39885,1
282011,163194378,39885,1
282011,163194728,6921,0
282011,163194811,6921,0
282011,163194830,6921,1
282011,163194863,6921,1
282011,163194894,6921,1
282011,163195076,7196,1
282011,163195104,7196,1
282011,163195128,7196,1
282011,163917639,37002,1
282011,163917657,37002,1
282011,163917688,37002,0
282011,163917709,37002,1
282011,163917715,37002,0
282011,163917806,37002,0
282011,163917835,37002,1
282011,163917847,37002,1
282011,163917861,37002,0
282011,163917885,37002,1
282011,163917905,37002,1
282011,163917915,37002,1
282011,163919927,6921,1
282011,163920040,6921,1
282011,163920119,6921,1
282011,163921221,8864,0
282011,163921355,8864,1
282011,163921381,8864,1
282011,163921389,8864,1
282011,163923178,7155,1
282011,163923353,7155,1
282011,163923374,7155,1
282011,164381786,37002,1
282011,164381832,37002,1
282011,164381847,37002,0
282011,164381958,37002,0
282011,164382051,37002,1
282011,164382066,37002,1
282011,164382075,37002,1
282011,164382142,7196,1
282011,164382194,7196,1
282011,164382211,7196,0
282011,164382233,7196,1
282011,164382243,7196,1
282011,164382252,7196,1
282011,165103289,7155,1
282011,165103337,7155,1
282011,165103363,7155,1
282011,165103478,6921,0
282011,165103909,6921,1
282011,165103993,6921,1
282011,165104017,6921,0
282011,165104561,6921,1
282011,165104683,6921,1
282011,165104784,6921,1
282011,165105369,7196,1
282011,165105485,7196,1
282011,165105524,7196,1
282011,165618378,6921,0
282011,165618498,6921,1
282011,165618505,6921,1
282011,165618528,6921,1
282011,165717879,7195,1
282011,165918214,7195,1
282011,165918249,7195,1
282011,165921506,7196,0
282011,165921533,7196,1
282011,165921546,7196,1
282011,165921596,7196,1
282011,166285349,14442,1
282011,166285379,14442,0
282011,166285722,14442,1
282011,166285756,14442,1
282011,166285793,14442,1
282011,166530543,6921,0
282011,166530642,6921,1
282011,166530699,6921,1
282011,166530721,6921,1
282011,166530793,37002,1
282011,166530837,37002,1
282011,166530889,37002,1
282011,167174284,7158,1
282011,167174300,7158,0
282011,167174357,7158,0
282011,167174430,7158,1
282011,167174438,7158,0
282011,167174630,7158,1
282011,167174716,7158,0
282011,167174896,7158,0
282011,167175068,7158,1
282011,167175075,7158,1
282011,167175085,7158,1
282011,167178203,14442,1
282011,167178244,14442,1
282011,167178269,14442,1
282011,167178526,6039,1
282011,167178682,6039,1
282011,167178729,6039,1
282011,167390620,7158,0
282011,167390706,7158,0
282011,167390788,7158,1
282011,167390801,7158,0
282011,167430420,7158,1
282011,167430460,7158,0
282011,167430589,7158,0
282011,167430805,7158,1
282011,167430875,7158,0
282011,167430938,7158,1
282011,167430949,7158,1
282011,167430961,7158,0
282011,167431028,7158,1
282011,167431033,7158,1
282011,167431036,7158,0
282011,167892235,7158,1
282011,167892282,7158,1
282011,167892309,7158,1
282011,167892909,6039,1
282011,167892949,6039,1
282011,167892998,6039,1
282011,167894221,6921,1
282011,167894264,6921,0
282011,167894570,6921,1
282011,167894592,6921,1
282011,167894647,6921,1
282011,167895600,37002,1
282011,167895636,37002,1
282011,167895658,37002,1
282011,167922740,10765,0
282011,167923190,10765,0
282011,167924474,10765,0
282011,167924953,10765,0
282011,168166583,10765,1
282011,168166731,10765,1
282011,168167103,10765,1
282011,168924260,10765,0
282011,168924499,10765,1
282011,168924578,10765,0
282011,168924668,10765,0
282011,168925250,10765,0
282011,168925348,10765,0
282011,168925520,6039,0
282011,168925728,6039,1
282011,168925768,6039,1
282011,168925800,6039,1
282011,169263305,14442,1
282011,169263321,14442,0
282011,169263365,14442,1
282011,169263396,14442,0
282011,169263529,14442,0
282011,169263689,14442,1
282011,169263708,14442,1
282011,169263733,14442,1
282011,169263860,10765,1
282011,169263898,10765,1
282011,169263914,10765,1
282011,169264454,7196,1
282011,169264479,7196,1
282011,169264527,7196,1
282011,169264937,7158,1
282011,169264944,7158,1
282011,169264953,7158,1
282011,169363820,6039,1
282011,169363856,6039,1
282011,169363876,6039,1
282011,169614749,10765,1
282011,169614824,10765,1
282011,169614831,10765,1
282011,169907088,10765,0
282011,169907267,10765,1
282011,169907382,10765,1
282011,169907405,10765,0
282011,169907623,10765,1
282011,169907676,10765,1
282011,169907715,10765,1
282011,170055158,7158,1
282011,170055186,7158,1
282011,170055200,7158,1
282011,170055317,10765,1
282011,170055384,10765,0
282011,170055426,10765,1
282011,170055491,10765,1
282011,170055530,10765,0
282011,170055576,10765,1
282011,170055601,10765,1
282011,170055660,10765,1
282011,170190390,10765,0
282011,170190403,10765,0
282011,170190452,10765,1
282011,170190453,10765,1
282011,170190468,10765,1
282011,170190652,6039,1
282011,170190690,6039,1
282011,170190700,6039,1
282012,163916048,7155,1
282012,163916143,7155,0
282012,163916964,7155,0
282012,163917221,7155,1
282012,163917261,7155,1
282012,163917320,7155,1
282012,164770731,7155,1
282012,164770784,7155,1
282012,164770796,7155,1
282013,163917434,7155,1
282013,163917560,7155,1
282013,163917593,7155,1
282013,171719193,164496,1
282013,171719250,164496,0.666666667
282013,171719471,164496,0.333333333
282013,171719836,164496,1
282013,171719969,164496,1
282013,171720064,164496,1
282013,172703418,6937,1
282013,172703445,6937,1
282013,172703462,6937,1
282013,173607382,7159,1
282013,173607586,7159,1
282013,173607658,7159,1
282013,173884198,7014,1
282013,173884236,7014,1
282013,173884261,7014,1
282013,173884344,11898,1
282013,173884413,11898,1
282013,173884419,11898,0
282013,173884513,11898,0
282013,173884616,11898,1
282013,173884626,11898,1
282013,173884716,11898,1
282013,173884767,5962,1
282013,173887139,5962,1
282013,173887691,5962,1
282013,174224940,5965,1
282013,174224990,5965,1
282013,174225004,5965,1
282013,174225077,7020,0
282013,174225273,7020,0.333333333
282013,174225352,7020,1
282013,174225393,7020,1
282013,174225424,7020,1
282013,174225472,11899,1
282013,174225489,11899,1
282013,174225512,11899,1
282013,174643417,5962,1
282013,174643434,5962,0
282013,174644078,5962,1
282013,174644116,5962,1
282013,174644199,5962,1
282013,174866810,164496,0
282013,174941679,5962,1
282013,174964282,7167,1
282013,174964313,7167,1
282013,174964324,7167,0.666666667
282013,174964392,7167,0.666666667
282013,174967945,7167,1
282013,174967957,7167,1
282013,174967970,7167,1
282013,174967993,8946,1
282013,174968015,8946,1
282013,174968027,8946,1
282016,163817814,164496,1
282016,163817963,6921,1
282016,163817965,6921,1
282016,163817967,6921,1
282016,163817970,7196,1
282016,163817971,7196,1
282016,163817974,7196,1
282016,164175714,7196,0
282016,164175735,7196,1
282016,164175746,7196,1
282016,164175767,7196,1
282016,164175943,164496,1
282016,164175975,164496,1
282016,164176860,8864,1
282016,164176868,7155,1
282016,164176904,8864,1
282016,164176909,8864,1
282016,164177062,7155,1
282016,164177079,7155,1
282016,164548271,164496,1
282016,164548345,164496,1
282016,164548498,164496,1
282016,164920300,6921,1
282016,164920312,6921,1
282016,164920317,6921,1
282016,165628930,164496,1
282016,165630977,164496,1
282016,165631013,164496,1
282016,165928738,7195,1
282016,165928807,7195,1
282016,165928831,7195,1
282016,166210485,164496,1
282016,166210505,164496,1
282016,166210524,164496,1
282016,166314515,14442,1
282016,166421429,14442,1
282016,166421459,14442,1
282016,167024471,164496,1
282016,167024707,164496,0
282016,167024762,164496,1
282016,167024777,164496,1
282016,167024801,164496,1
282016,167171869,7158,1
282016,167171900,6039,1
282016,167171919,6039,1
282016,167316417,6039,1
282016,167316616,7158,1
282016,167316820,7158,1
282016,168211773,7158,1
282016,168211787,7158,1
282016,168211799,7158,1
282016,168213880,14442,1
282016,168213917,14442,1
282016,168213943,14442,1
282016,168215820,10765,1
282016,168216279,10765,1
282016,168216440,10765,0
282016,168219066,10765,1
282016,168219079,10765,0
282016,168304655,10765,0
282016,168304658,10765,1
282016,168304659,10765,0
282016,168304661,10765,0
282016,168304738,10765,1
282016,168304743,10765,1
282016,168304745,10765,0
282016,168304757,10765,0
282016,168304761,10765,0
282016,168379660,10765,0
282016,168379707,10765,1
282016,168379731,10765,1
282016,168379753,10765,1
282016,168669543,10765,0
282016,168669645,7195,1
282016,168669679,7195,1
282016,168669705,7195,0
282016,168669734,7195,1
282016,168669746,7195,1
282016,168669785,7195,1
282016,168670443,10765,1
282016,168670467,10765,0
282016,168670898,10765,0
282016,168671536,10765,0
282016,168673397,10765,0
282016,168674820,10765,0
282016,168689310,10765,0
282016,168689425,10765,0
282016,168689592,10765,0
282016,168763284,10765,0
282016,169040238,164496,1
282016,169230485,164496,1
282016,169230506,164496,1
282016,169230904,10765,0
282016,169230916,10765,0
282016,169231006,10765,0
282016,169231411,10765,1
282016,169231428,10765,0
282016,169231574,10765,1
282016,169231591,10765,1
282016,169231620,10765,0
282016,169231686,10765,1
282016,169231690,10765,1
282016,169231694,10765,1
282016,169444351,10765,1
282016,169444366,10765,0
282016,169444430,10765,1
282016,169444468,10765,1
282016,169444480,10765,1
282016,169634638,164496,1
282016,169634686,164496,0
282016,169678470,164496,1
282016,169678555,164496,0
282016,169680087,164496,1
282016,169680193,164496,0
282016,169680617,164496,1
282016,169680766,164496,0
282016,169680917,164496,1
282016,169680960,164496,1
282016,169681007,164496,1
282016,170196171,6039,1
282016,170196203,6039,1
282016,170196226,6039,0
282016,170196488,6039,0
282016,170196573,6039,0
282017,163305040,164496,0
282017,163305123,164496,1
282017,163305138,164496,1
282017,163305152,164496,1
282017,163840839,37002,0
282017,163840889,37002,1
282017,163840896,37002,0
282017,163840915,37002,1
282017,163840922,37002,1
282017,163840947,37002,0
282017,163840953,37002,0
282017,163840970,37002,0
282017,163840996,37002,1
282017,163841000,37002,1
282017,163841033,37002,1
282017,164012255,8864,1
282017,164012396,8864,0
282017,164012740,8864,1
282017,164012759,8864,1
282017,164012825,8864,1
282017,164012920,7155,1
282017,164012940,7155,1
282017,164013126,7155,1
282017,165155710,8864,1
282017,165461381,6921,1
282017,165461392,6921,1
282017,165461440,6921,0
282017,165461712,6921,0
282017,165461886,6921,0
282017,165462084,6921,1
282017,165462097,6921,0
282017,165462131,6921,1
282017,165462132,6921,1
282017,165462147,6921,0
282017,165561941,8864,1
282017,165561947,8864,1
282017,165561988,7155,0
282017,165562113,7155,1
282017,165562120,7155,1
282017,165562128,7155,1
282017,165828787,6921,0
282017,165828818,6921,0
282017,165828941,6921,1
282017,165828976,6921,1
282017,165829035,6921,1
282017,165879780,7155,1
282017,165879786,7155,0
282017,165880037,7155,1
282017,165880048,7155,1
282017,165880085,7155,1
282017,165881194,7195,1
282017,165881257,7195,1
282017,165881278,7195,1
282017,166211653,7155,1
282017,166211659,7155,1
282017,166211665,7155,1
282017,166211691,6921,1
282017,166211695,6921,1
282017,166211720,6921,1
282017,166211900,7195,1
282017,166211924,7195,1
282017,166211931,7195,1
282017,166486799,14442,0
282017,166486837,14442,1
282017,166486902,14442,1
282017,166486920,14442,1
282017,167414984,14442,1
282017,167415024,14442,1
282017,167415039,14442,1
282017,167415349,7158,1
282017,167415360,7158,1
282017,167415367,7158,1
282017,167415429,6039,1
282017,167415448,6039,0
282017,167415509,6039,1
282017,167415518,6039,1
282017,167415530,6039,0
282017,167415577,6039,1
282017,167415582,6039,1
282017,167415591,6039,1
282017,168136560,7158,0
282017,168136606,7158,1
282017,168136612,7158,1
282017,168136618,7158,0
282017,168136716,7158,0
282017,168136758,7158,1
282017,168136767,7158,0
282017,168136816,7158,1
282017,168136823,7158,1
282017,168136832,7158,1
282017,168137587,37002,1
282017,168137602,37002,1
282017,168137612,37002,0
282017,168137636,37002,0
282017,168137653,37002,1
282017,168137697,37002,1
282017,168137713,37002,0
282017,168137756,37002,1
282017,168137769,37002,1
282017,168137786,37002,1
282017,168223403,10765,1
282017,168223538,10765,1
282017,168223618,10765,1
282017,168521109,7158,1
282017,168521120,7158,0
282017,168521165,7158,1
282017,168521180,7158,0
282017,168521204,7158,1
282017,168521209,7158,1
282017,168521213,7158,1
282017,169681110,7158,1
282017,169681143,7158,1
282017,169681149,7158,1
282018,164722501,7195,1
282018,164722515,7195,1
282018,164722549,7195,1
282018,165363207,6022,1
282018,165408517,6022,0
282018,165409057,6022,1
282018,165409180,6022,1
282018,165409313,6022,1
282018,165813900,6022,1
282018,165813945,6022,1
282018,165813981,6022,1
282018,166146160,6022,1
282018,166146324,6022,1
282018,166146441,6022,1
282018,166313303,14442,1
282018,166313329,14442,1
282018,166313343,14442,1
282018,166450240,6022,1
282018,166450324,6022,1
282018,166450357,6022,1
282018,166886602,6022,1
282018,166886690,6022,1
282018,166886730,6022,1
282018,167216118,7158,1
282018,167216135,7158,1
282018,167216148,7158,1
282018,167216361,6039,1
282018,167216408,6039,1
282018,167216442,6039,1
282018,168117510,10765,1
282018,168117550,10765,1
282018,168117628,10765,1
282018,169614165,10765,1
282018,169614182,10765,1
282018,169614204,10765,1
282021,164797587,7155,1
282021,164797605,7155,1
282021,164797621,7155,0
282022,163935303,7155,1
282022,163935812,7155,1
282022,163935869,7155,1
282022,164832491,7155,1
282022,164832546,7155,1
282022,164833065,7155,1
282028,163953300,7155,0
282028,163953522,7155,1
282028,163953559,7155,1
282028,163953578,7155,1
282028,164798352,7155,0
282028,164798526,7155,0
282028,164798815,7155,1
282028,164798863,7155,1
282028,164798890,7155,0
282028,164798974,7155,1
282028,164798992,7155,0
282028,164799045,7155,0
282028,164799083,7155,1
282028,164799124,7155,1
282028,164799137,7155,1
282031,164647217,7195,1
282031,164647764,7195,1
282031,164647801,7195,1
282031,165356823,6022,0
282031,165432878,6022,1
282031,165433411,6022,1
282031,165433631,6022,1
282031,166005789,6022,0
282031,166006112,6022,1
282031,166006207,6022,0
282031,166006371,6022,0
282031,166006617,6022,1
282031,166006735,6022,1
282031,166006873,6022,0
282031,166007005,6022,0
282031,166007301,6022,1
282031,166007365,6022,1
282031,166007419,6022,1
282031,166276859,14442,1
282031,166276860,14442,1
282031,166276861,14442,1
282031,166297547,6022,1
282031,166297576,6022,1
282031,166297593,6022,1
282031,166685310,6022,1
282031,166685328,6022,1
282031,166685349,6022,1
282031,167164387,7158,1
282031,167164394,7158,1
282031,167164413,7158,1
282031,167164691,6039,1
282031,167164745,6039,1
282031,167164779,6039,1
282031,167288719,14442,1
282031,167288742,14442,1
282031,167288769,14442,1
282031,167917770,10765,1
282031,167919248,10765,1
282031,167919306,10765,1
282031,167919463,6022,1
282031,167919512,6022,1
282031,167919539,6022,1
282031,169663599,14442,1
282031,169663627,14442,1
282031,169663654,14442,1
282033,164751941,7195,0
282033,164751997,7195,1
282033,164752028,7195,1
282033,164752052,7195,1
282033,165021066,7195,0
282033,165021077,7195,1
282033,165021090,7195,1
282033,165021094,7195,1
282033,165406624,6022,0
282033,165407535,6022,0
282033,165432601,37002,1
282033,165432624,37002,1
282033,165432677,37002,1
282033,165432985,6022,0
282033,165433408,6022,1
282033,165433616,6022,1
282033,165433775,6022,1
282033,165819321,6022,1
282033,165819355,6022,1
282033,165819400,6022,1
282033,166278859,6022,0
282033,166279213,6022,1
282033,166279306,6022,1
282033,166279354,6022,0
282033,166279496,6022,1
282033,166279563,6022,1
282033,166279639,6022,1
282033,166279834,14442,1
282033,166279853,14442,1
282033,166279864,14442,1
282033,166578600,6022,1
282033,166578683,6022,1
282033,166578716,6022,1
282033,167164245,7158,1
282033,167164257,7158,1
282033,167164271,7158,1
282033,167164515,6039,1
282033,167164562,6039,1
282033,167164573,6039,1
282033,167942803,10765,1
282033,167942920,10765,1
282033,167943030,10765,1
282033,169328968,10765,1
282033,169328986,10765,0
282033,169329016,10765,0
282033,169329042,10765,1
282033,169329048,10765,1
282033,169329057,10765,1
282038,163224670,6921,1
282038,163224905,6921,1
282038,163224929,6921,1
282038,163297994,7196,1
282038,163298022,7196,1
282038,163298033,7196,0
282038,163298106,7196,1
282038,163298116,7196,1
282038,163298129,7196,1
282038,163298345,26902,1
282038,163298374,26902,1
282038,163298390,26902,1
282038,163983454,7155,1
282038,163983522,7155,1
282038,163983557,7155,1
282038,163986115,8864,1
282038,163986203,8864,1
282038,163986210,8864,1
282038,164439260,26902,0
282038,164439497,26902,1
282038,164439542,26902,1
282038,164439682,26902,1
282038,165398276,164496,1
282038,165398303,164496,1
282038,165398495,164496,1
282038,165854541,7195,1
282038,165935054,7195,1
282038,165935074,7195,1
282038,166368089,14442,1
282038,166368111,14442,1
282038,166375955,14442,1
282038,166869730,164496,1
282038,167047541,164496,1
282038,167047689,164496,1
282038,167048056,39885,1
282038,167048075,39885,1
282038,167048092,39885,0
282038,167048145,39885,1
282038,167048171,39885,1
282038,167048234,39885,1
282038,167148459,6039,1
282038,167148528,6039,1
282038,167148672,6039,1
282038,167232017,7158,0
282038,167232139,7158,1
282038,167232654,7158,1
282038,167232712,7158,1
282038,168219345,7158,0
282038,168219395,7158,0
282038,168219439,7158,1
282038,168219486,7158,1
282038,168219494,7158,1
282038,168225432,10765,1
282038,168225517,10765,1
282038,168226143,10765,1
282038,169227620,39885,1
282038,169227682,39885,1
282038,169227687,39885,1
282038,169227709,164496,0
282038,169227755,164496,0
282038,169229001,164496,0
282038,169229515,164496,1
282038,169229654,164496,1
282038,169230419,164496,1
282038,170078555,14442,1
282038,170110267,14442,0
282038,170110310,14442,1
282038,170110334,14442,1
282038,170110364,14442,1
282038,170110770,26902,1
282038,170110776,26902,1
282038,170110792,26902,1
282038,170110828,7196,1
282038,170110833,7196,1
282038,170110836,7196,1
282038,170110904,7158,1
282038,170110905,7158,1
282038,170110906,7158,1
282040,164677655,7195,1
282040,164677783,7195,1
282040,164677835,7195,1
282040,165024849,164496,1
282040,165024858,164496,1
282040,165024868,164496,1
282040,165395643,6022,1
282040,165396007,6022,1
282040,165396257,6022,1
282040,165758158,6022,1
282040,165758201,6022,1
282040,165758326,6022,0
282040,165758648,6022,1
282040,165758670,6022,1
282040,165758719,6022,1
282040,166304410,14442,1
282040,166304436,14442,1
282040,166304443,14442,1
282040,166367922,164496,1
282040,166367964,164496,1
282040,166367974,164496,1
282040,167145258,7158,1
282040,167145272,7158,1
282040,167145282,7158,1
282040,167145494,6039,1
282040,167145532,6039,1
282040,167145647,6039,1
282040,167929533,10765,1
282040,167929594,10765,1
282040,167929636,10765,1
282041,163640939,37002,1
282041,163640948,37002,1
282041,163640981,37002,0
282041,163641032,37002,0
282041,163641037,37002,0
282041,163641568,37002,1
282041,163641607,37002,1
282041,163641622,37002,1
282041,163641662,164496,1
282041,163641684,164496,1
282041,163641709,164496,1
282041,164785335,7195,1
282041,164785397,7195,1
282041,164785457,7195,1
282041,165148238,7195,0
282041,165148251,7195,0
282041,165168466,7195,0
282041,165168523,7195,1
282041,165168536,7195,1
282041,165168599,7195,0
282041,165168621,7195,0
282041,165168645,7195,0
282041,165168672,7195,0
282041,165168692,7195,0
282041,165168718,7195,0
282041,165255045,7195,0
282041,165255088,7195,1
282041,165255103,7195,1
282041,165255112,7195,1
282041,165628220,37002,1
282041,165628244,37002,1
282041,165628314,37002,1
282041,165628770,6022,0
282041,165628906,6022,1
282041,165628989,6022,0
282041,165629157,6022,1
282041,165629243,6022,0
282041,165629346,6022,1
282041,165629408,6022,1
282041,165629448,6022,1
282041,166043220,6022,1
282041,166043381,6022,1
282041,166043514,6022,0
282041,166044108,6022,1
282041,166044155,6022,1
282041,166044230,6022,1
282041,166331452,14442,0
282041,166331649,14442,1
282041,166331675,14442,1
282041,166331696,14442,1
282041,166648376,7195,1
282041,166648431,7195,1
282041,166648477,7195,1
282041,167024991,37002,1
282041,167025022,37002,1
282041,167025044,37002,1
282041,167256967,7158,0
282041,167257060,7158,0
282041,167257078,7158,1
282041,167257098,7158,1
282041,167257108,7158,1
282041,167292497,6039,1
282041,167292567,6039,1
282041,167292592,6039,1
282041,167923922,7195,1
282041,167923960,7195,1
282041,167923977,7195,1
282041,167994224,6039,1
282041,167994317,6039,1
282041,167994365,6039,1
282041,168230238,10765,1
282041,168230418,10765,1
282041,168230526,10765,1
282041,168671286,37002,1
282041,168671348,37002,1
282041,168671395,37002,0
282041,168671553,37002,1
282041,168671581,37002,0
282041,168671591,37002,1
282041,168671608,37002,0
282041,168671633,37002,1
282041,168671661,37002,1
282041,168671766,37002,1
282041,169326982,7158,1
282041,169326983,7158,1
282041,169326986,7158,1
282041,169627195,37002,1
282041,169627204,37002,1
282041,169627218,37002,1
282044,163755051,164496,1
282044,163755056,164496,1
282044,163755064,164496,1
282044,164471260,26902,0
282044,164471332,26902,1
282044,164471351,26902,0
282044,164471521,26902,1
282044,164471634,26902,0
282044,164471820,26902,1
282044,164471931,26902,1
282044,164471939,26902,1
282044,164800603,7195,1
282044,164800634,7195,1
282044,164800647,7195,1
282044,165625017,6022,0
282044,165625450,6022,0
282044,165625629,6022,0
282044,165625722,6022,1
282044,165625751,6022,1
282044,165625776,6022,1
282044,166045596,6022,1
282044,166045639,6022,1
282044,166045697,6022,0
282044,166045731,6022,1
282044,166045770,6022,1
282044,166045843,6022,0
282044,166045961,6022,0
282044,166060125,6022,1
282044,166060142,6022,1
282044,166060169,6022,1
282044,166216254,6022,1
282044,166216271,6022,1
282044,166216300,6022,0
282044,166216384,6022,1
282044,166216407,6022,1
282044,166216419,6022,1
282044,166276896,14442,0
282044,166276904,14442,1
282044,166276907,14442,0
282044,166276918,14442,1
282044,166276926,14442,1
282044,166276927,14442,1
282044,166328360,6022,1
282044,166360441,6022,1
282044,166360455,6022,1
282044,166994258,14442,1
282044,166994291,14442,1
282044,166994298,14442,1
282044,167186321,7158,1
282044,167210775,7158,1
282044,167210782,7158,1
282044,167320579,6039,1
282044,167320591,6039,1
282044,167320597,6039,1
282044,168112864,14442,1
282044,168112878,14442,1
282044,168112881,14442,0
282044,168112893,14442,1
282044,168152586,14442,1
282044,168152594,14442,1
282044,168211823,6022,0
282044,168212243,6022,1
282044,168212327,6022,0
282044,168212392,6022,1
282044,168212405,6022,1
282044,168212475,6022,1
282044,168215016,10765,1
282044,168215417,10765,1
282044,168215575,10765,1
282044,169161497,6039,1
282044,169161532,6039,1
282044,169161541,6039,1
282044,169162307,6022,1
282044,169162339,6022,0
282044,169162365,6022,1
282044,169162379,6022,1
282044,169162391,6022,1
282044,169162545,10765,0
282044,169162583,10765,1
282044,169162617,10765,1
282044,169162640,10765,1
282044,169634279,6022,1
282044,169634387,6022,0
282044,169782823,6022,1
282044,169782924,6022,1
282044,169783324,6022,1
282045,164750975,7155,1
282045,164751187,7155,0
282045,164751334,7155,1
282045,164751430,7155,1
282045,164751513,7155,1
282050,163569977,164496,0
282050,163570308,164496,1
282050,163570510,164496,1
282050,163570543,164496,0
282050,163570586,164496,0
282050,163570627,164496,1
282050,163570647,164496,1
282050,163570664,164496,1
282050,163951386,8864,1
282050,163951393,8864,1
282050,163951414,8864,1
282050,163951437,7155,0
282050,163951540,7155,1
282050,163951594,7155,1
282050,163951609,7155,1
282050,164030120,39885,1
282050,164030185,39885,1
282050,164030234,39885,0
282050,164030298,39885,1
282050,164030341,39885,1
282050,164030399,39885,1
282050,164052468,164496,1
282050,164052538,164496,1
282050,164052566,164496,1
282050,164415551,164496,1
282050,164415566,164496,1
282050,164415577,164496,0
282050,164415741,164496,1
282050,164415768,164496,1
282050,164415784,164496,1
282050,164415829,7155,0
282050,164415888,7155,1
282050,164415967,7155,1
282050,164415977,7155,1
282050,164416410,7196,0
282050,164416417,7196,1
